Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
34357,863566,083.3 100.0,20-1611SR-MX-319-2206-08331000-0270A-3,270,7.45,34.0315,1.974,26.60067,29.3,86.19,5,3,2,,3,,,,,,,9,,9,2.33,,45.43,,0,8,32.62,,0,4,,,9,,,9,,,9,,,9,,,270,7.45,7.42,34.032,26.601,147.6,0.67,1.97,29.3,45.4,2.33,32.6,0,0,,,272,5,,,,,,,
34357,863567,083.3 100.0,20-1611SR-MX-319-2206-08331000-0300A-7,300,7.257,34.0782,1.522,26.66523,22.49,66.21,,7,2,,3,6,,6,6,6,,9,,9,2.52,,50.04,,0.02,,34.4,,0,4,,,9,,,9,,,9,,,9,,,300,7.26,7.23,34.078,26.665,141.9,0.713,1.52,22.5,50,2.52,34.4,0.02,0,,,302,,,,,,,,
34357,863568,083.3 100.0,20-1611SR-MX-319-2206-08331000-0320A-3,320,7.24,34.1394,1.073,26.71632,15.86,46.85,4,3,2,,3,,,,,,,9,,9,2.65,,53.11,,0,8,35.54,,0,4,,,9,,,9,,,9,,,9,,,320,7.24,7.21,34.139,26.716,137.4,0.741,1.07,15.9,53.1,2.65,35.5,0,0,,,323,4,,,,,,,
34357,863569,083.3 100.0,20-1611SR-MX-319-2206-08331000-0380A-3,380,6.596,34.1688,0.783,26.82799,11.4,34.19,3,3,2,,3,,,,,,,9,,9,2.85,,62.85,,0,8,38.2,,0,4,,,9,,,9,,,9,,,9,,,380,6.6,6.56,34.169,26.828,127.4,0.821,0.78,11.4,62.9,2.85,38.2,0,0,,,383,3,,,,,,,
34357,863570,083.3 100.0,20-1611SR-MX-319-2206-08331000-0400A-7,400,6.5,34.1806,0.661,26.85035,9.6,28.75,,7,2,,3,6,,6,6,6,,9,,9,2.89,,65.21,,0.01,,38.8,,0,4,,,9,,,9,,,9,,,9,,,400,6.5,6.46,34.181,26.85,125.5,0.847,0.66,9.6,65.2,2.89,38.8,0.01,0,,,403,,,,,,,,
34357,863571,083.3 100.0,20-1611SR-MX-319-2206-08331000-0440A-3,440,6.261,34.2104,0.482,26.90564,6.96,21.05,2,3,2,,3,,,,,,,9,,9,2.97,,69.92,,0,8,39.92,,0,4,,,9,,,9,,,9,,,9,,,440,6.26,6.22,34.21,26.906,120.6,0.895,0.48,7,69.9,2.97,39.9,0,0,,,444,2,,,,,,,
34357,863572,083.3 100.0,20-1611SR-MX-319-2206-08331000-0500A-7,500,5.91,34.2675,0.345,26.99618,4.94,15,,7,2,,3,6,,6,6,6,,9,,9,3.09,,76.64,,0.01,,40.8,,0,4,,,9,,,9,,,9,,,9,,,500,5.91,5.87,34.268,26.996,112.6,0.968,0.35,4.9,76.6,3.09,40.8,0.01,0,,,504,,,,,,,,
34357,863573,083.3 100.0,20-1611SR-MX-319-2206-08331000-0517A-3,517,5.888,34.2878,0.295,27.01533,4.23,12.89,1,3,2,,3,,,,,,,9,,9,3.12,,78.55,,0,8,41.01,,0,4,,,9,,,9,,,9,,,9,,,517,5.89,5.84,34.288,27.015,111,0.984,0.3,4.2,78.6,3.12,41,0,0,,,521,1,,,,,,,
34358,863574,083.3 110.0,20-1611SR-PR-319-1717-08331100-0000A-7,0,18.192,33.0803,5.477,23.7565,101.32,238.93,,7,2,,3,,,,,,0.141,,0.03,,0.22,,1.36,,0.005,,0,8,0,,2.27,,,2.012,,,0.106,,,2.141,,,12/30/1899 05:40:00,0.93,0,18.19,18.19,33.08,23.757,413.3,0,5.48,101.3,1.4,0.22,0,0.01,0,0.14,0.03,0,,,,,,,,
34358,863575,083.3 110.0,20-1611SR-PR-319-1717-08331100-0002A-3,2,18.192,33.0803,5.477,23.75667,101.32,238.93,24,3,2,,3,,,,,,0.141,,0.03,,0.22,,1.36,,0,8,0,8,0,4,2.27,,,2.012,,,0.106,,,2.141,,,12/30/1899 05:40:00,0.93,2,18.19,18.19,33.08,23.757,413.3,0.008,5.48,101.3,1.4,0.22,0,0,0,0.14,0.03,2,24,,,,,,,
34358,863576,083.3 110.0,20-1611SR-PR-319-1717-08331100-0010A-7,10,18.194,33.0792,5.458,23.75601,100.97,238.1,,7,2,,3,6,,6,6,6,0.143,,0.026,,0.22,,1.31,,0,,0,,0,4,,,9,,,9,,,9,,,9,,,10,18.19,18.19,33.079,23.756,413.7,0.038,5.46,101,1.3,0.22,0,0,0,0.14,0.03,10,,,,,,,,
34358,863577,083.3 110.0,20-1611SR-PR-319-1717-08331100-0010B-6,10,18.194,33.0805,,23.757,,,23,6,2,,3,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10,18.19,18.19,33.081,23.757,413.6,0.042,,,,,,,,,,10,23,,,,,,,
34358,863578,083.3 110.0,20-1611SR-PR-319-1717-08331100-0011A-3,11,18.195,33.0803,5.461,23.75669,101.03,238.23,22,3,2,,3,,,,,,0.143,,0.026,,0.22,,1.3,,0,8,0,8,0,4,,,9,,,9,,,9,,,9,,,11,18.2,18.19,33.08,23.757,413.7,0.046,5.46,101,1.3,0.22,0,0,0,0.14,0.03,11,22,,,,,,,
34358,863579,083.3 110.0,20-1611SR-PR-319-1717-08331100-0017A-3,17,18.193,33.0802,5.475,23.75761,101.28,238.84,21,3,2,,3,,,,,,0.144,,0.028,,0.22,,1.28,,0,8,0,8,0,4,2.163,,,2.18,,,0.112,,,2.171,,,12/30/1899 05:40:00,0.374,17,18.19,18.19,33.08,23.758,413.8,0.07,5.48,101.3,1.3,0.22,0,0,0,0.14,0.03,17,21,,,,,,,
34358,863580,083.3 110.0,20-1611SR-PR-319-1717-08331100-0020A-7,20,18.196,33.0795,5.452,23.75659,100.86,237.84,,7,2,,3,6,,6,6,6,0.146,,0.028,,0.22,,1.27,,0,,0,,0,4,,,9,,,9,,,9,,,9,,,20,18.2,18.19,33.08,23.757,414,0.079,5.45,100.9,1.3,0.22,0,0,0,0.15,0.03,20,,,,,,,,
34358,863581,083.3 110.0,20-1611SR-PR-319-1717-08331100-0025A-3,25,18.196,33.0843,5.47,23.76068,101.19,238.62,20,3,2,,3,,,,,,0.149,,0.029,,0.22,,1.25,,0,8,0,8,0,4,1.955,,,1.995,,,0.089,,,1.975,,,12/30/1899 05:40:00,0.261,25,18.2,18.19,33.084,23.761,413.8,0.103,5.47,101.2,1.3,0.22,0,0,0,0.15,0.03,25,20,,,,,,,
34358,863582,083.3 110.0,20-1611SR-PR-319-1717-08331100-0030A-7,30,18.195,33.0796,5.452,23.75775,100.86,237.84,,7,2,,3,6,,6,6,6,0.15,,0.03,,0.22,,1.23,,0,,0,,0,4,,,9,,,9,,,9,,,9,,,30,18.2,18.19,33.08,23.758,414.3,0.121,5.45,100.9,1.2,0.22,0,0,0,0.15,0.03,30,,,,,,,,
34358,863583,083.3 110.0,20-1611SR-PR-319-1717-08331100-0034A-3,34,18.19,33.0798,5.455,23.75946,100.9,237.97,19,3,2,,3,,,,,,0.15,,0.031,,0.22,,1.21,,0,8,0,8,0,4,,,9,,,9,,,9,,,9,,,34,18.19,18.18,33.08,23.759,414.3,0.141,5.46,100.9,1.2,0.22,0,0,0,0.15,0.03,34,19,,,,,,,
34358,863584,083.3 110.0,20-1611SR-PR-319-1717-08331100-0044A-3,44,18.003,33.0962,5.519,23.81846,101.73,240.74,18,3,2,,3,,,,,,0.225,,0.063,,0.23,,1,,0,8,0,8,0,4,1.624,,,1.527,,,0.11,,,1.576,,,12/30/1899 05:40:00,0.08,44,18,18,33.096,23.818,409.1,0.182,5.52,101.7,1,0.23,0,0,0,0.23,0.06,44,18,,,,,,,
34358,863585,083.3 110.0,20-1611SR-PR-319-1717-08331100-0050A-7,50,17.824,33.1167,5.526,23.87803,101.51,241.04,,7,2,,3,6,,6,6,6,0.252,,0.096,,0.23,,1.15,,0,,0,,0,4,,,9,,,9,,,9,,,9,,,50,17.82,17.82,33.117,23.878,403.6,0.204,5.53,101.5,1.2,0.23,0,0,0,0.25,0.1,50,,,,,,,,
34358,863586,083.3 110.0,20-1611SR-PR-319-1717-08331100-0057A-3,57,16.881,33.1346,5.815,24.1161,104.9,253.58,17,3,2,,3,,,,,,0.284,,0.135,,0.22,,1.33,,0,8,0,8,0,4,,,9,,,9,,,9,,,9,,,57,16.88,16.87,33.135,24.116,381.1,0.234,5.82,104.9,1.3,0.22,0,0,0,0.28,0.14,57,17,,,,,,,
34358,863587,083.3 110.0,20-1611SR-PR-319-1717-08331100-0070A-3,70,15.166,33.1891,5.906,24.54543,103.01,257.44,15,3,2,,3,,,,,,0.362,,0.313,,0.23,,1.78,,0,8,0,8,0,4,,,9,,,9,,,9,,,9,,,70,15.17,15.16,33.189,24.545,340.4,0.281,5.91,103,1.8,0.23,0,0,0,0.36,0.31,71,15,,,,,,,
34358,863588,083.3 110.0,20-1611SR-PR-319-1717-08331100-0070B-6,70,15.166,33.1885,,24.545,,,16,6,2,,3,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,70,15.17,15.16,33.189,24.545,340.4,0.281,,,,,,,,,,71,16,,,,,,,
34358,863589,083.3 110.0,20-1611SR-PR-319-1717-08331100-0075B-7,75,14.817,33.203,5.924,24.63182,102.6,258.21,,7,2,,3,6,,6,6,6,0.335,,0.312,,0.29,,2.12,,0.08,,0.5,,0,4,,,9,,,9,,,9,,,9,,,75,14.82,14.81,33.203,24.632,332.3,0.295,5.92,102.6,2.1,0.29,0.5,0.08,0,0.34,0.31,76,,,,,,,,
34358,863590,083.3 110.0,20-1611SR-PR-319-1717-08331100-0083A-3,83,13.659,33.1458,5.669,24.82991,95.85,247.04,14,3,2,,3,,,,,,0.293,,0.31,,0.38,,2.66,,0.193,,1.42,,0,4,0.575,,,0.538,,,0.067,,,0.557,,,12/30/1899 05:40:00,0.009,83,13.66,13.65,33.146,24.83,313.5,0.324,5.67,95.9,2.7,0.38,1.4,0.19,0,0.29,0.31,84,14,,,,,,,
34358,863591,083.3 110.0,20-1611SR-PR-319-1717-08331100-0093A-3,93,13.346,33.1532,5.59,24.89933,93.91,243.58,13,3,2,,3,,,,,,0.241,,0.261,,0.43,,2.97,,0.136,,2.28,,0,4,0.141,,,0.14,,,0.047,,,0.141,,,12/30/1899 05:40:00,0.005,93,13.35,13.33,33.153,24.899,307.1,0.355,5.59,93.9,3,0.43,2.3,0.14,0,0.24,0.26,94,13,,,,,,,
34358,863592,083.3 110.0,20-1611SR-PR-319-1717-08331100-0100A-7,100,12.748,33.1556,5.529,25.01953,91.73,240.9,,7,2,,3,6,,6,6,6,0.179,,0.213,,0.52,,4.1,,0.06,,4.1,,0,4,,,9,,,9,,,9,,,9,,,100,12.75,12.73,33.156,25.02,295.8,0.374,5.53,91.7,4.1,0.52,4.1,0.06,0,0.18,0.21,101,,,,,,,,
34358,863593,083.3 110.0,20-1611SR-PR-319-1717-08331100-0102A-3,102,12.63,33.1852,5.334,25.06545,88.29,232.39,12,3,2,,3,,,,,,0.161,,0.199,,0.55,,4.42,,0.032,,4.61,,0,4,,,9,,,9,,,9,,,9,,,102,12.63,12.62,33.185,25.065,291.4,0.381,5.33,88.3,4.4,0.55,4.6,0.03,0,0.16,0.2,103,12,,,,,,,
34358,863594,083.3 110.0,20-1611SR-PR-319-1717-08331100-0110A-3,110,11.862,33.2196,4.905,25.23808,79.9,213.66,11,3,2,,3,,,,,,0.108,,0.136,,0.84,,7.54,,0,8,9.16,,0,4,,,9,,,9,,,9,,,9,,,110,11.86,11.85,33.22,25.238,275.1,0.404,4.91,79.9,7.5,0.84,9.2,0,0,0.11,0.14,111,11,,,,,,,
34358,863595,083.3 110.0,20-1611SR-PR-319-1717-08331100-0125A-3,125,10.626,33.2953,4.479,25.51961,71.07,195.05,10,3,2,,3,,,,,,0.053,,0.069,,1.17,,11.95,,0,8,14.41,,0,4,,,9,,,9,,,9,,,9,,,125,10.63,10.61,33.295,25.52,248.4,0.443,4.48,71.1,12,1.17,14.4,0,0,0.05,0.07,126,10,,,,,,,
34358,863596,083.3 110.0,20-1611SR-PR-319-1717-08331100-0140A-3,140,9.762,33.4822,3.936,25.81216,61.35,171.36,9,3,2,,3,,,,,,0.013,,0.026,,1.5,,18.33,,0,8,19.73,,0,4,,,9,,,9,,,9,,,9,,,140,9.76,9.75,33.482,25.812,220.7,0.479,3.94,61.4,18.3,1.5,19.7,0,0,0.01,0.03,141,9,,,,,,,
34358,863597,083.3 110.0,20-1611SR-PR-319-1717-08331100-0150A-7,150,9.495,33.5474,3.872,25.90714,60.02,168.56,,7,2,,3,6,,6,6,6,0.009,,0.024,,1.54,,19.92,,0.01,,20.6,,0,4,,,9,,,9,,,9,,,9,,,150,9.5,9.48,33.547,25.907,211.9,0.499,3.87,60,19.9,1.54,20.6,0.01,0,0.01,0.02,151,,,,,,,,
34358,863598,083.3 110.0,20-1611SR-PR-319-1717-08331100-0171A-3,171,9.074,33.7449,3.681,26.12981,56.59,160.21,8,3,2,,3,,,,,,0.002,,0.02,,1.62,,23.26,,0,8,22.51,,0,4,,,9,,,9,,,9,,,9,,,171,9.07,9.06,33.745,26.13,191.1,0.542,3.68,56.6,23.3,1.62,22.5,0,0,0,0.02,172,8,,,,,,,
34358,863599,083.3 110.0,20-1611SR-PR-319-1717-08331100-0200A-3,200,8.676,33.8979,3.475,26.31277,53,151.21,7,3,2,,3,,,,,,0.002,,0.015,,1.73,,27.53,,0,8,24.33,,0,4,,,9,,,9,,,9,,,9,,,200,8.68,8.65,33.898,26.313,174.2,0.595,3.48,53,27.5,1.73,24.3,0,0,0,0.02,202,7,,,,,,,
34358,863600,083.3 110.0,20-1611SR-PR-319-1717-08331100-0230A-3,230,8.168,33.9694,3.13,26.44672,47.21,136.18,6,3,2,,3,,,,,,,9,,9,1.88,,33.21,,0,8,26.67,,0,4,,,9,,,9,,,9,,,9,,,230,8.17,8.14,33.969,26.447,161.8,0.646,3.13,47.2,33.2,1.88,26.7,0,0,,,232,6,,,,,,,
34358,863601,083.3 110.0,20-1611SR-PR-319-1717-08331100-0250A-7,250,7.954,33.9865,2.835,26.49233,42.56,123.34,,7,2,,3,6,,6,6,6,,9,,9,2.05,,37.44,,0.01,,28.9,,0,4,,,9,,,9,,,9,,,9,,,250,7.95,7.93,33.987,26.492,157.8,0.678,2.84,42.6,37.4,2.05,28.9,0.01,0,,,252,,,,,,,,
34358,863602,083.3 110.0,20-1611SR-PR-319-1717-08331100-0271A-3,271,7.73,34.0291,2.212,26.55893,33.04,96.23,5,3,2,,3,,,,,,,9,,9,2.23,,41.89,,0,8,31.15,,0,4,,,9,,,9,,,9,,,9,,,271,7.73,7.7,34.029,26.559,151.8,0.71,2.21,33,41.9,2.23,31.2,0,0,,,273,5,,,,,,,
34358,863603,083.3 110.0,20-1611SR-PR-319-1717-08331100-0300A-7,300,7.519,34.0648,1.723,26.61796,25.62,74.95,,7,2,,3,6,,6,6,6,,9,,9,2.41,,47.54,,0.01,,33.4,,0,4,,,9,,,9,,,9,,,9,,,300,7.52,7.49,34.065,26.618,146.6,0.755,1.72,25.6,47.5,2.41,33.4,0.01,0,,,302,,,,,,,,
34358,863604,083.3 110.0,20-1611SR-PR-319-1717-08331100-0320A-3,320,7.164,34.0748,1.486,26.67595,21.91,64.64,4,3,2,,3,,,,,,,9,,9,2.54,,51.43,,0,8,34.87,,0,4,,,9,,,9,,,9,,,9,,,320,7.16,7.13,34.075,26.676,141.2,0.782,1.49,21.9,51.4,2.54,34.9,0,0,,,323,4,,,,,,,
34358,863605,083.3 110.0,20-1611SR-PR-319-1717-08331100-0380A-3,380,6.664,34.1167,0.986,26.77794,14.37,42.89,3,3,2,,3,,,,,,,9,,9,2.75,,59.84,,0,8,37.58,,0,4,,,9,,,9,,,9,,,9,,,380,6.66,6.63,34.117,26.778,132.1,0.864,0.99,14.4,59.8,2.75,37.6,0,0,,,383,3,,,,,,,
34358,863606,083.3 110.0,20-1611SR-PR-319-1717-08331100-0400A-7,400,6.557,34.147,0.848,26.8164,12.33,36.88,,7,2,,3,6,,6,6,6,,9,,9,2.81,,63.01,,0.01,,38.3,,0,4,,,9,,,9,,,9,,,9,,,400,6.56,6.52,34.147,26.816,128.7,0.893,0.85,12.3,63,2.81,38.3,0.01,0,,,403,,,,,,,,
34358,863607,083.3 110.0,20-1611SR-PR-319-1717-08331100-0440A-3,440,6.211,34.1847,0.583,26.89169,8.41,25.35,2,3,2,,3,,,,,,,9,,9,2.94,,69.35,,0,8,39.74,,0,4,,,9,,,9,,,9,,,9,,,440,6.21,6.17,34.185,26.892,121.9,0.941,0.58,8.4,69.4,2.94,39.7,0,0,,,444,2,,,,,,,
34358,863608,083.3 110.0,20-1611SR-PR-319-1717-08331100-0500A-7,500,5.948,34.2281,0.424,26.96033,6.08,18.44,,7,2,,3,6,,6,6,6,,9,,9,3.07,,76.91,,0.01,,41,,0,4,,,9,,,9,,,9,,,9,,,500,5.95,5.9,34.228,26.96,116,1.015,0.42,6.1,76.9,3.07,41,0.01,0,,,504,,,,,,,,
34358,863609,083.3 110.0,20-1611SR-PR-319-1717-08331100-0517A-3,517,5.807,34.2508,0.358,26.996,5.12,15.57,1,3,2,,3,,,,,,,9,,9,3.11,,79.05,,0,8,41.36,,0,4,,,9,,,9,,,9,,,9,,,517,5.81,5.76,34.251,26.996,112.7,1.031,0.36,5.1,79.1,3.11,41.4,0,0,,,521,1,,,,,,,
34359,863610,085.4 035.8,20-1611SR-MX-321-1335-08540358-0000A-7,0,15.857,33.307,5.537,24.47869,98.01,241.78,,7,2,,3,,,,,,0.959,,0.408,,0.45,,4.26,,0.19,,1.16,,0.78,,,,9,,,9,,,9,,,9,,,0,15.86,15.86,33.307,24.479,344.4,0,5.54,98,4.3,0.45,1.2,0.19,0.78,0.96,0.41,0,,,,,,,,
34359,863611,085.4 035.8,20-1611SR-MX-321-1335-08540358-0002A-3,2,15.857,33.307,5.537,24.47883,98.01,241.78,5,3,2,,3,,,,,,0.959,,0.408,,0.45,,4.26,,0.19,,1.16,,0.78,,,,9,,,9,,,9,,,9,,,2,15.86,15.86,33.307,24.479,344.5,0.007,5.54,98,4.3,0.45,1.2,0.19,0.78,0.96,0.41,2,5,,,,,,,
34359,863612,085.4 035.8,20-1611SR-MX-321-1335-08540358-0005A-3,5,15.899,33.3113,5.53,24.47291,97.97,241.47,4,3,2,,3,,,,,,0.89,,0.434,,0.47,,4.19,,0.217,,1.01,,0.84,,,,9,,,9,,,9,,,9,,,5,15.9,15.9,33.311,24.473,345.1,0.017,5.53,98,4.2,0.47,1,0.22,0.84,0.89,0.43,5,4,,,,,,,
34359,863613,085.4 035.8,20-1611SR-MX-321-1335-08540358-0010A-3,10,15.814,33.3042,5.515,24.48688,97.53,240.85,2,3,2,,3,,,,,,0.898,,0.439,,0.46,,4.19,,0.23,,1.05,,0.93,,,,9,,,9,,,9,,,9,,,10,15.81,15.81,33.304,24.487,344,0.034,5.52,97.5,4.2,0.46,1.1,0.23,0.93,0.9,0.44,10,2,,,,,,,
34359,863614,085.4 035.8,20-1611SR-MX-321-1335-08540358-0010B-6,10,15.814,33.3053,,24.4877,,,3,6,2,,3,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10,15.81,15.81,33.305,24.488,343.9,0.035,,,,,,,,,,10,3,,,,,,,
34359,863615,085.4 035.8,20-1611SR-MX-321-1335-08540358-0015A-3,15,15.627,33.2974,5.435,24.52373,95.75,237.34,1,3,2,,3,,,,,,0.887,,0.427,,0.49,,4.49,,0.303,,1.42,,1.32,,,,9,,,9,,,9,,,9,,,15,15.63,15.62,33.297,24.524,340.6,0.052,5.44,95.8,4.5,0.49,1.4,0.3,1.32,0.89,0.43,15,1,,,,,,,
34360,863616,086.7 033.0,20-1611SR-MX-317-0603-08670330-0000A-7,0,19.068,33.4466,5.521,23.81823,104.08,241.09,,7,2,,3,,,,,,0.323,,0.068,,0.22,,1.68,,0.014,,0.01,,0,,,,9,,,9,,,9,,,9,,,0,19.07,19.07,33.447,23.818,407.4,0,5.52,104.1,1.7,0.22,0,0.01,0,0.32,0.07,0,,,,,,,,
34360,863617,086.7 033.0,20-1611SR-MX-317-0603-08670330-0002A-3,2,19.068,33.4466,5.521,23.81841,104.07,241.09,8,3,2,,3,,,,,,0.323,,0.068,,0.22,,1.68,,0,8,0,8,0,4,,,9,,,9,,,9,,,9,,,2,19.07,19.07,33.447,23.818,407.4,0.008,5.52,104.1,1.7,0.22,0,0,0,0.32,0.07,2,8,,,,,,,
34360,863618,086.7 033.0,20-1611SR-MX-317-0603-08670330-0005A-3,5,18.981,33.4437,5.541,23.83845,104.28,241.97,7,3,2,,3,,,,,,0.302,,0.065,,0.24,,1.66,,0,8,0.04,,0,4,,,9,,,9,,,9,,,9,,,5,18.98,18.98,33.444,23.838,405.7,0.02,5.54,104.3,1.7,0.24,0,0,0,0.3,0.07,5,7,,,,,,,
34360,863619,086.7 033.0,20-1611SR-MX-317-0603-08670330-0010A-7,10,18.471,33.4074,5.691,23.93874,106.05,248.22,,7,2,,3,6,,6,6,6,0.34,,0.082,,0.23,,1.69,,0.01,,0.1,,0,4,,,9,,,9,,,9,,,9,,,10,18.47,18.47,33.407,23.939,396.3,0.041,5.69,106.1,1.7,0.23,0.1,0.01,0,0.34,0.08,10,,,,,,,,
34360,863620,086.7 033.0,20-1611SR-MX-317-0603-08670330-0010B-6,10,18.471,33.4295,,23.9556,,,6,6,2,,3,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10,18.47,18.47,33.43,23.956,394.7,0.042,,,,,,,,,,10,6,,,,,,,
34360,863621,086.7 033.0,20-1611SR-MX-317-0603-08670330-0011A-3,11,18.745,33.4309,5.607,23.88853,105.04,244.87,5,3,2,,3,,,,,,0.348,,0.085,,0.23,,1.7,,0,8,0.06,,0,4,,,9,,,9,,,9,,,9,,,11,18.75,18.74,33.431,23.889,401.1,0.044,5.61,105,1.7,0.23,0.1,0,0,0.35,0.09,11,5,,,,,,,
34360,863622,086.7 033.0,20-1611SR-MX-317-0603-08670330-0020A-3,20,15.591,33.2729,5.893,24.51321,103.73,257.38,4,3,2,,3,,,,,,0.602,,0.219,,0.33,,2.89,,0,8,0.03,,0,4,,,9,,,9,,,9,,,9,,,20,15.59,15.59,33.273,24.513,341.8,0.078,5.89,103.7,2.9,0.33,0,0,0,0.6,0.22,20,4,,,,,,,
34360,863623,086.7 033.0,20-1611SR-MX-317-0603-08670330-0030A-3,30,13.893,33.2562,4.868,24.86429,82.78,212.6,3,3,2,,3,,,,,,0.761,,0.408,,0.79,,6.98,,1.06,,5.62,,2.04,,,,9,,,9,,,9,,,9,,,30,13.89,13.89,33.256,24.864,308.6,0.11,4.87,82.8,7,0.79,5.6,1.06,2.04,0.76,0.41,30,3,,,,,,,
34360,863624,086.7 033.0,20-1611SR-MX-317-0603-08670330-0040A-3,40,13.234,33.225,4.435,24.97435,74.38,193.24,2,3,2,,3,,,6,,6,0.477,,0.293,,1.14,,9.87,,1.429,,11.19,,6.12,,,,9,,,9,,,9,,,9,,,40,13.23,13.23,33.225,24.974,298.4,0.141,4.44,74.4,9.9,1.14,11.2,1.43,6.12,0.48,0.29,40,2,,,,,,,
34360,863625,086.7 033.0,20-1611SR-MX-317-0603-08670330-0050A-3,50,12.878,33.2544,4.214,25.06807,70.16,184.04,1,3,2,,3,,,,,,0.307,,0.252,,1.12,,10.08,,1.134,,12.31,,3.24,,,,9,,,9,,,9,,,9,,,50,12.88,12.87,33.254,25.068,289.7,0.17,4.21,70.2,10.1,1.12,12.3,1.13,3.24,0.31,0.25,50,1,,,,,,,
34361,863626,086.7 035.0,20-1611SR-MX-317-0813-08670350-0000A-7,0,19.388,33.4584,5.431,23.74577,103,237.16,,7,2,,3,,,,,,0.2,,0.041,,0.24,,1.81,,0.019,,0.04,,0,,,,9,,,9,,,9,,,9,,,0,19.39,19.39,33.458,23.746,414.3,0,5.43,103,1.8,0.24,0,0.02,0,0.2,0.04,0,,,,,,,,
34361,863627,086.7 035.0,20-1611SR-MX-317-0813-08670350-0002A-3,2,19.388,33.4584,5.431,23.74595,103,237.16,21,3,2,,3,,,,,,0.2,,0.041,,0.24,,1.81,,0,8,0.04,,0,4,,,9,,,9,,,9,,,9,,,2,19.39,19.39,33.458,23.746,414.4,0.008,5.43,103,1.8,0.24,0,0,0,0.2,0.04,2,21,,,,,,,
34361,863628,086.7 035.0,20-1611SR-MX-317-0813-08670350-0010A-3,10,19.252,33.4252,5.504,23.75607,104.1,240.37,19,3,2,,3,,,,,,0.307,,0.057,,0.22,,1.75,,0,8,0.03,,0,4,,,9,,,9,,,9,,,9,,,10,19.25,19.25,33.425,23.756,413.7,0.041,5.5,104.1,1.8,0.22,0,0,0,0.31,0.06,10,19,,,,,,,
34361,863629,086.7 035.0,20-1611SR-MX-317-0813-08670350-0010B-6,10,19.252,33.4289,,23.7589,,,20,6,2,,3,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10,19.25,19.25,33.429,23.759,413.5,0.042,,,,,,,,,,10,20,,,,,,,
34361,863630,086.7 035.0,20-1611SR-MX-317-0813-08670350-0020A-3,20,18.13,33.3565,5.721,23.98466,105.88,249.81,18,3,2,,3,,,,,,0.385,,0.093,,0.24,,1.98,,0,8,0.03,,0,4,,,9,,,9,,,9,,,9,,,20,18.13,18.13,33.357,23.985,392.3,0.082,5.72,105.9,2,0.24,0,0,0,0.39,0.09,20,18,,,,,,,
34361,863631,086.7 035.0,20-1611SR-MX-317-0813-08670350-0030A-3,30,14.942,33.2458,5.704,24.63505,99.08,249.1,17,3,2,,3,,,,,,0.82,,0.377,,0.39,,3.62,,0.052,,0.1,,0,4,,,9,,,9,,,9,,,9,,,30,14.94,14.94,33.246,24.635,330.5,0.118,5.7,99.1,3.6,0.39,0.1,0.05,0,0.82,0.38,30,17,,,,,,,
34361,863632,086.7 035.0,20-1611SR-MX-317-0813-08670350-0040A-3,40,14.062,33.2587,5.265,24.83188,89.84,229.94,16,3,2,,3,,,,,,0.788,,0.363,,0.58,,4.88,,0.295,,2.15,,0,4,,,9,,,9,,,9,,,9,,,40,14.06,14.06,33.259,24.832,312,0.15,5.27,89.8,4.9,0.58,2.2,0.3,0,0.79,0.36,40,16,,,,,,,
34361,863633,086.7 035.0,20-1611SR-MX-317-0813-08670350-0050A-3,50,12.852,33.288,4.712,25.09919,78.42,205.81,15,3,2,,3,,,,,,0.382,,0.285,,0.88,,7.74,,0.126,,8.11,,0,4,,,9,,,9,,,9,,,9,,,50,12.85,12.85,33.288,25.099,286.8,0.18,4.71,78.4,7.7,0.88,8.1,0.13,0,0.38,0.29,50,15,,,,,,,
